video_id,label,modality,label_correct,modality_correct,suggested_labels,suggested_modality,reason,cleanup_verdict,cleanup_reason
STrIfVNpIGc_000006,playing trumpet,,False,True,"[{""label"": ""playing shofar"", ""modality"": ""both""}]",,"The instrument is a shofar, not a trumpet; given that 'playing shofar' is a specific category, this label is inaccurate.",genuine,A shofar is a distinct ritual instrument and not a trumpet.
STnJkHshBas_000010,cricket chirping,,False,True,"[{""label"": ""bee  wasp  etc. buzzing"", ""modality"": ""audible""}]",,"The sound in the clip is a continuous buzzing, likely from a fly or bee, rather than the rhythmic chirping of a cricket. [suggested 'fly, housefly buzzing' not in label set]",genuine,Insect buzzing is a fundamentally different sound from a cricket's rhythmic chirping.
STnJkHshBas_000010,"donkey, ass braying",,False,False,[],audible,"There is no donkey or donkey-like sound in the clip; it features a watch face with an insect buzzing sound. [suggested 'fly, housefly buzzing' not in label set]",genuine,The labeled animal and sound are completely absent; the clip contains an insect buzzing.
SU9ZP2pbqyU_000010,playing ukulele,,False,False,"[{""label"": ""playing acoustic guitar"", ""modality"": ""audible""}]",audible,"The instrument heard is an acoustic guitar, not a ukulele. Furthermore, no instrument is visible in the video, which consists entirely of title cards.",genuine,"The sound produced is an acoustic guitar, which is a different instrument from a ukulele."
Pmow_aB00Ww_000195,arc welding,,False,False,"[{""label"": ""forging swords"", ""modality"": ""visible""}]",visible,"The video shows quenching a heated metal part (a gun slide) in water, which is part of the forging or manufacturing process, rather than arc welding. There are no welding arcs, sparks, or equipment shown.",genuine,"The video shows quenching heated metal, which is a fundamentally different process than arc welding."
885LO4H7I5M_000014,pumping water,,False,False,"[{""label"": ""waterfall burbling"", ""modality"": ""both""}, {""label"": ""splashing water"", ""modality"": ""both""}]",both,"The sound heard is primarily the water from the fountain feature falling into the pool and the swimmer's movements, which is better described as waterfall burbling or splashing rather than a mechanical pumping sound.",genuine,The sound of splashing/burbling water is distinct from the mechanical sound of a water pump.
JIVlpGCaiTs_000030,air horn,,False,False,"[{""label"": ""playing gong"", ""modality"": ""both""}, {""label"": ""singing bowl"", ""modality"": ""both""}]",both,"There is no air horn present in the video or audio; the clip shows a woman playing a gong, which creates a resonant sound similar to a singing bowl.",genuine,"A gong is a percussion instrument, which is fundamentally different from a mechanical air horn."
M6NJA3tF044_000057,cattle mooing,,False,True,"[{""label"": ""elk bugling"", ""modality"": ""both""}]",,"The animals in the video are elk, not cattle, and the sound heard is a characteristic elk bugle, not a moo.",genuine,"The animals are elk, not cattle, and their bugling sound is distinct from a moo."
M6NJA3tF044_000057,cow lowing,,False,True,"[{""label"": ""elk bugling"", ""modality"": ""both""}]",,"The animals are elk, and they are bugling rather than cows lowing.",genuine,"The animals are elk bugling, not cows lowing."
5055BM1GUWc_000079,baltimore oriole calling,,False,True,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""both""}]",,"The bird shown in the video is a species of scimitar babbler, not a Baltimore oriole, which has distinct orange and black plumage.",genuine,The bird species is incorrectly identified as a Baltimore oriole.
J7Nyf-zX5Q8_000033,mouse pattering,,False,False,[],visible,"The animal featured in the video is a chinchilla, not a mouse. Furthermore, there is no audible pattering sound; only the visual of the chinchilla moving is present.",genuine,"The animal is a chinchilla, not a mouse, and the pattering sound is absent."
7Ma67n3TbwI_000000,firing muskets,,False,False,"[{""label"": ""fire crackling"", ""modality"": ""both""}, {""label"": ""ripping paper"", ""modality"": ""both""}]",both,There are no firearms in the video; it features fire and a magazine being flipped through.,genuine,There are no firearms present; the sounds are from fire and paper.
7Ma67n3TbwI_000000,people eating crisps,,False,False,"[{""label"": ""ripping paper"", ""modality"": ""both""}]",both,"The sound of flipping/ripping paper may sound similar to crinkling crisp bags, but it is clearly paper from the magazine shown.",genuine,Ripping paper is a fundamentally different sound source than eating crisps.
7Ma67n3TbwI_000000,people sneezing,,False,False,"[{""label"": ""ripping paper"", ""modality"": ""both""}]",both,There are no people sneezing in the video.,genuine,The event of people sneezing is completely absent from the video.
PlrV0NcUkqE_000058,"railroad car, train wagon",,False,False,[],both,There is no train or railroad car present in the audio or video; the clip shows an empty railroad crossing with the gates lifting.,genuine,The label refers to an object that is entirely absent from the video and audio.
PlrV0NcUkqE_000058,train horning,,False,False,[],audible,No train horn is heard; the only sound is the ringing of the railroad crossing signal bell.,genuine,A signal bell is a fundamentally different sound source from a train horn.
MK6Gfm0jElc_000000,pig oinking,,False,False,"[{""label"": ""people sobbing"", ""modality"": ""both""}]",both,There is no oinking sound or behavior in the clip; the character is exclusively crying.,genuine,The specific sound and behavior of oinking is completely absent from the clip.
8ws1ligErwo_000000,cat meowing,,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",,"The cat itself does not meow; rather, a human is heard mimicking a cat meowing.",genuine,A human mimicking an animal is a fundamentally different sound source than the animal itself.
8ws1ligErwo_000000,"female speech, woman speaking",,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",,Only male voices are heard in the video clip.,genuine,"The label identifies the wrong gender for the audible speech, which is a fundamental source error."
KL0x2wC-vF0_000000,playing gong,,False,False,"[{""label"": ""playing bugle"", ""modality"": ""both""}, {""label"": ""playing trumpet"", ""modality"": ""both""}, {""label"": ""playing snare drum"", ""modality"": ""audible""}]",both,There is no gong sound or visual in the clip; the audio features a trumpet/bugle and military-style snare drumming.,genuine,A gong is fundamentally different from a bugle or a snare drum and is completely absent.
F5Pbua5Wp7A_000004,cat growling,,False,True,"[{""label"": ""cat purring"", ""modality"": ""both""}]",,"While the purr is deep and throaty, the cat is calm and being petted, which is characteristic of purring rather than aggressive growling.",genuine,Purring and aggressive growling are fundamentally different cat vocalizations and behaviors.
F5Pbua5Wp7A_000004,cat hissing,,False,False,"[{""label"": ""cat purring"", ""modality"": ""both""}]",both,No hissing is heard or seen; the cat is content and purring.,genuine,The cat is only purring; hissing is a distinct and absent behavior.
F5Pbua5Wp7A_000004,cat meowing,,False,False,"[{""label"": ""cat purring"", ""modality"": ""both""}]",both,The cat does not meow; it only makes a continuous purring sound.,genuine,"The cat is only making a continuous purr, which is distinct from a meow."
6OAXLFoBpLY_000000,cat meowing,,False,False,"[{""label"": ""people slurping"", ""modality"": ""audible""}, {""label"": ""ripping paper"", ""modality"": ""audible""}]",both,"There is no cat meowing in the video. The sounds heard include a cat slurping and a label being peeled, which sounds like ripping paper.",genuine,"The actual sounds (slurping and peeling) are fundamentally different from a meow, which is absent."
9uj350nZ-D4_000000,"donkey, ass braying",,False,False,"[{""label"": ""yodelling"", ""modality"": ""both""}, {""label"": ""people screaming"", ""modality"": ""both""}, {""label"": ""male singing"", ""modality"": ""both""}]",both,"The sound is a loud vocalization (likely a traditional folk yell like an irrinchu) produced by the man in the striped shirt, not an actual donkey. Furthermore, no donkey is visible in the video.",genuine,The sound source is fundamentally different (a human folk yell versus an animal) and no donkey is present in the video.
SF_kze7TG_8_000000,bouncing on trampoline,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}, {""label"": ""female speech  woman speaking"", ""modality"": ""audible""}]",visible,"There is no bouncing on a trampoline in this video segment; instead, a man is walking and talking in a trampoline park.",genuine,"The action described by the label is completely absent from the clip, as the person is only walking."
QIuP8om7fYE_000069,popping popcorn,,False,False,[],,"The clip shows corn kernels and sugar being stirred in a pot, but no actual popping occurs visually or audibly during these ten seconds.",genuine,The specific event (popcorn popping) does not occur either visually or audibly during the segment.
Rn55rPN_JU4_000030,cat growling,,False,False,"[{""label"": ""cap gun shooting"", ""modality"": ""audible""}]",both,"There is no cat growling sound; instead, there are edited gunshot sound effects that play when the cat swats at the printer.",genuine,"The sound source is fundamentally different, as the audio consists of edited gunshots rather than animal vocalizations."
